,rel,masked_sent,subj_id,subj,pred,gt,is_correct,true_with_evidence,true_with_csk,unknown,false_with_csk,false_with_counterevidence,source,mturk_worker,mturk_true_with_evidence,mturk_true_with_csk,mturk_unknown,mturk_false_with_csk,mturk_false_with_counterevidence,mturk_comment,mturk_link,mturk_snippet,assignment_status,assignment_duration_in_seconds,changed_voting_after_rejection,from_false_to_true,from_true_to_false
110,P103,The native language of Byran Rex Brown is [MASK] .,Q75954770,Byran Rex Brown,English,English,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q75954770,A1NF6PELRKACS9,False,False,True,False,False,There is no evidence that the person is English,,,Approved,2cnd_mturk_batch,false,false,false
111,P176,HPC 4500 333 MHz Cluster is produced by [MASK] .,Q71165415,HPC 4500 333 MHz Cluster,IBM,Sun,False,False,False,False,False,True,https://www.top500.org/system/171939/,A3V5IIPZ95YVKH,False,False,False,False,True,HPC 4500 Cluster is produced by Sun Microsystems and not IBM.,https://www.top500.org/system/171939/,Manufacturer:	Sun,Approved,2cnd_mturk_batch,true,false,true
112,P159,The headquarter of Compania Electro-Siderurgica e Industrial de Valdivia is in [MASK] .,Q17007396,Compania Electro-Siderurgica e Industrial de Valdivia,Santiago,Valdivia,FALSE,False,False,False,False,True,https://en.wikipedia.org/wiki/Compa%C3%B1%C3%ADa_Electro-Sider%C3%BArgica_e_Industrial_de_Valdivia,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Compa%C3%B1%C3%ADa_Electro-Sider%C3%BArgica_e_Industrial_de_Valdivia,The Compañía Electro-Siderúrgica e Industrial de Valdivia also known by its acronyms ESVAL is an iron and steel industry located at Valdivia in Chile.,Approved,2cnd_mturk_batch,false,false,false
113,P176,HMS Lark is produced by [MASK] .,Q5633064,HMS Lark,Vickers,"Thomas Pitcher, Northfleet",False,False,False,False,False,True,https://en.wikipedia.org/wiki/HMS_Lark_(1794),A3JN18TC8GL3IH,False,False,False,False,True,,https://en.wikipedia.org/wiki/HMS_Lark_(1794),wiki info table,Approved,2cnd_mturk_batch,false,false,false
114,P27,Oleg N Shishilov is [MASK] citizen .,Q79837438,Oleg N Shishilov,Russia,Russia,TRUE,False,True,False,False,False,https://www.researchgate.net/profile/Oleg-Shishilov,A1NF6PELRKACS9,True,False,False,False,False,"Moscow is in Russia, so there is direct evidence",https://www.researchgate.net/profile/Oleg-Shishilov,Oleg N Shishilov Moscow State University of Fine Chemical Technology,Approved,2cnd_mturk_batch,false,false,false
115,P178,iM1A2 Abrams is developed by [MASK] .,Q5971919,iM1A2 Abrams,Intel,Charybdis Enterprises,False,False,False,False,False,True,https://en.wikipedia.org/wiki/IM1A2_Abrams,A2VE5IV9OD2SK1,False,False,False,False,True,"The company ""Intel"" appears nowhere I can find in relation to this game, but there is evidence Charybdis Enterprises did",https://en.wikipedia.org/wiki/IM1A2_Abrams,"""developed by Charybdis Enterprises""",Approved,2cnd_mturk_batch,false,false,false
116,P178,Yu-Gi-Oh! The Sacred Cards is developed by [MASK] .,Q11640291,Yu-Gi-Oh! The Sacred Cards,Konami,Konami,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Yu-Gi-Oh!_The_Sacred_Cards,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Yu-Gi-Oh!_The_Sacred_Cards,Video game,Approved,2cnd_mturk_batch,false,false,false
117,P159,The headquarter of Fraport Greece is in [MASK] .,Q95183467,Fraport Greece,Athens,Athens,TRUE,True,False,False,False,False,https://www.fraport-greece.com/eng/about-us/the-company,AKX5RHHO8BIUX,True,False,False,False,False,The link given specifically mentions 'the Athens based HQ.',https://www.fraport-greece.com/eng/about-us/the-company,Fraport Greece employs approx. 620 employees both at the Athens based HQ and the 14 airports.,Approved,2cnd_mturk_batch,false,false,false
118,P159,The headquarter of Elixiron Immunotherapeutics (Taiwan) is in [MASK] .,Q90571027,Elixiron Immunotherapeutics (Taiwan),Taipei,Taipei,TRUE,True,False,False,False,False,https://www.elixiron.com/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.elixiron.com/,see contact us page,Approved,2cnd_mturk_batch,false,false,false
119,P159,The headquarter of Esox-Plast (Slovakia) is in [MASK] .,Q77083331,Esox-Plast (Slovakia),Bratislava,Liptovsky Jan,FALSE,False,False,False,False,True,https://www.esox-plast.sk/en/kontakt,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.esox-plast.sk/sk/kontakt,bewlow contact us page,Approved,2cnd_mturk_batch,false,false,false
120,P178,Kingdom Hearts Mobile is developed by [MASK] .,Q3197078,Kingdom Hearts Mobile,Square,"Square Enix, Disney Mobile",True,True,False,False,False,False,https://en.wikipedia.org/wiki/Kingdom_Hearts_Mobile,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://www.google.com/search?client=firefox-b-e&q=Kingdom+Hearts+Mobile,Kingdom Hearts Mobile was an online community-based social gaming networking service developed by Square Enix for the NTT DoCoMo in partnership with Disney Mobile Japan.,Approved,2cnd_mturk_batch,false,false,false
121,P176,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR is produced by [MASK] .",Q72820351,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",IBM,IBM,True,True,False,False,False,False,https://www.top500.org/system/178344/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.top500.org/system/178347/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
122,P178,SunAge is developed by [MASK] .,Q4050360,SunAge,Oracle,Vertex4,False,False,False,False,False,True,https://en.wikipedia.org/wiki/SunAge,A1NF6PELRKACS9,False,False,False,False,True,There is direct counter evidence that the game is from Vertex4 and not Oracle,https://en.wikipedia.org/wiki/SunAge,Developer(s)	Vertex4,Approved,2cnd_mturk_batch,true,false,true
123,P159,The headquarter of La Chapelle Fashion is in [MASK] .,Q18710180,La Chapelle Fashion,Paris,Shanghai,FALSE,False,False,False,False,True,https://www.cbinsights.com/company/shanghai-la-chapelle-fashion-co,AORHXBTOCXFUK,False,False,False,False,True,The answer is not match with evidence.,https://www.cbinsights.com/company/shanghai-la-chapelle-fashion-co,Shanghai La Chapelle Fashion (拉夏贝尔) (HKG: 6116) (SHA: 603157) is a China-based multi-brand apparel group.,Approved,2cnd_mturk_batch,false,false,false
124,P159,The headquarter of Saare Dolomiit-Väokivi is in [MASK] .,Q12371735,Saare Dolomiit-Väokivi,Tallinn,Tallinn,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Saare_Dolomiit-V%C3%A4okivi,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Saare_Dolomiit-V%C3%A4okivi,OÜ Saare Dolomiit-Väokivi is an Estonian private limited company established in 1997. The company is active in the mining and processing of natural stone. Its headquarters are located in Tallinn and its factory is located on the island of Saaremaa.,Approved,2cnd_mturk_batch,false,false,false
125,P178,Super Mario Bros. & Friends: When I Grow Up is developed by [MASK] .,Q20052645,Super Mario Bros. & Friends: When I Grow Up,Nintendo,"Brian A. Rice, Merit Software",False,False,False,False,False,True,https://www.mariowiki.com/Super_Mario_Bros._%26_Friends:_When_I_Grow_Up,A7V4CVENA0DYV,False,False,False,False,True,"The site says that Super Mario Bros. & Friends: When I Grow Up was developed by Brian A. Rice, Inc.",https://archive.org/details/msdos_Electric_Crayon_3.1_-_Super_Mario_Bros_and_Friends_-_When_I_Grow_Up_1992,"Developed by Brian A. Rice, Inc.",Approved,2cnd_mturk_batch,true,false,true
126,P178,Super Smash Bros. for Wii U is developed by [MASK] .,Q41359742,Super Smash Bros. for Wii U,Nintendo,"Bandai Namcro, Nintendo",True,True,False,False,False,False,https://en.wikipedia.org/wiki/Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U,A3JN18TC8GL3IH,True,False,False,False,False,,https://en.wikipedia.org/wiki/Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U,wiki information table,Approved,2cnd_mturk_batch,false,false,false
127,P178,Pac-Man Arrangement is developed by [MASK] .,Q7121843,Pac-Man Arrangement,Namco,"Namco, Mass Media",True,True,False,False,False,False,https://en.wikipedia.org/wiki/Pac-Man_Collection,A7V4CVENA0DYV,True,False,False,False,False,The site says that Pac-Man Arrangement was developed by Namco.,https://pacman.fandom.com/wiki/Pac-Man_Arrangement_(1996),Developer Namco,Approved,2cnd_mturk_batch,false,false,false
128,P27,R. Meera Raj is [MASK] citizen .,Q33684411,R. Meera Raj,India,Unkown,False,False,False,True,False,False,None,A1FGKIKJYSL1MI,False,True,False,False,False,LinkedIn profile for someone with this name shows that his/her current location is in India.,https://in.linkedin.com/in/meera-raj-r-r-96054a209,"Meera Raj R R -- Trivandrum, Kerala, India",Approved,2cnd_mturk_batch,false,false,false
129,P159,The headquarter of Korea Airport Service is in [MASK] .,Q11664034,Korea Airport Service,Seoul,Seoul,TRUE,True,False,False,False,False,https://www.dnb.com/business-directory/company-profiles.korea_airport_service_coltd.71ccbc31d13a920047b33cc64461795a.html,A7V4CVENA0DYV,True,False,False,False,False,The site says that the headquarter of Korea Airport Service is in Seoul.,https://www.zoominfo.com/c/korea-airport-service-co-ltd/372150309,"Headquarters:  13 Yangcheon-ro Gangseo-gu, Seoul, Seoul",Approved,2cnd_mturk_batch,false,false,false
130,P27,Helmut Eimer is [MASK] citizen .,Q90882095,Helmut Eimer,Germany,Germany,TRUE,True,False,False,False,False,https://de.wikipedia.org/wiki/Helmut_Eimer,A1NF6PELRKACS9,False,True,False,False,False,He is from Berlin which is in Germany,https://de.wikipedia.org/wiki/Helmut_Eimer,"Er studierte klassische Philosophie, Sanskrit und Tibetisch in Hamburg, Berlin und Bonn",Approved,2cnd_mturk_batch,false,false,false
131,P103,The native language of Wang Mingjue is [MASK] .,Q45631461,Wang Mingjue,Chinese,Chinese,TRUE,False,True,False,False,False,"Ming Dynasty,https://www.wikidata.org/wiki/Q45631461",A3HALUPLZ4IKYJ,True,False,False,False,False,I found clear evidence the statement is true and it sis clear.,https://www.linkedin.com/in/mingjue-wang-48270675,Mingjue(Phoebus) Wang. --. China ; Mingjue Wang. MSc HEDM Student at The University of Sheffield. Sheffield ; Mingjue Wang. Student at Portland State University.,Approved,2cnd_mturk_batch,false,false,false
132,P103,The native language of Tabitha A Iseger is [MASK] .,Q92805605,Tabitha A Iseger,English,Dutch,False,False,False,False,True,False,https://www.linkedin.com/in/tabitha-iseger-05524878/?originalSubdomain=nl,A1NF6PELRKACS9,False,False,True,False,False,There is no direct evidence and the person appears to be from Amsterdam,https://www.wikidata.org/wiki/Q92805605,,Approved,2cnd_mturk_batch,false,false,false
133,P176,"Sun Fire V60 2.8 GHz, IBM Netfinity 2 GHz, Myrinet is produced by [MASK] .",Q71138459,"Sun Fire V60 2.8 GHz, IBM Netfinity 2 GHz, Myrinet",IBM,"IBM, Sun, Myricom",True,True,False,False,False,False,https://www.top500.org/system/173156/,A3V5IIPZ95YVKH,True,False,False,False,False,IBM is one of the manufacturer of Sun Fire V60 2.8 GHz server.,https://www.top500.org/system/173156/,"Manufacturer:	IBM, Sun, Myricom",Approved,2cnd_mturk_batch,false,false,false
134,P178,Three Kingdoms: Fate of the Dragon is developed by [MASK] .,Q2293374,Three Kingdoms: Fate of the Dragon,Koei,"Overmax Studios, Object Software, Limited",False,False,False,False,False,True,https://en.wikipedia.org/wiki/Three_Kingdoms:_Fate_of_the_Dragon,A7V4CVENA0DYV,False,False,False,False,True,The site says that the developer of Three Kingdoms: Fate of the Dragon is Overmax Studio.,https://www.myabandonware.com/game/fate-of-the-dragon-dwq,DEVELOPER	Overmax Studio,Approved,2cnd_mturk_batch,true,false,true
135,P176,P4 Xeon Cluster 2 GHz is produced by [MASK] .,Q70863127,P4 Xeon Cluster 2 GHz,IBM,IBM,True,True,False,False,False,False,https://www.top500.org/system/167519/,A3JN18TC8GL3IH,False,False,False,False,True,,https://top500.org/system/173274/,below sysem configuration,Approved,2cnd_mturk_batch,false,false,false
136,P27,Marleny Figueiredo is [MASK] citizen .,Q85512313,Marleny Figueiredo,Brazil,Brazil,TRUE,True,False,False,False,False,http://buscatextual.cnpq.br/buscatextual/visualizacv.do;jsessionid=AA6D6E56BB85C50C3868FA3232E75F1B.buscatextual_3,A2BAQ26SMQQEUG,True,False,False,False,False,good,http://dramarlenyfigueiredo.com/,"R. Padre João Manuel, 222 - conj 120 - Cerqueira César, São Paulo - SP, 01411-000, Brazil",Approved,2cnd_mturk_batch,false,false,false
137,P159,The headquarter of Shanghai Electric Control Research Institute is in [MASK] .,Q9383913,Shanghai Electric Control Research Institute,Shanghai,Shanghai,TRUE,True,False,False,False,False,https://cn.kompass.com/c/shanghai-electric-control-research-institute/cn026876/,AORHXBTOCXFUK,True,False,False,False,False,The answer is correct as like statement,https://www.wikidata.org/wiki/Q9383913,"research institute in Shanghai, China",Approved,2cnd_mturk_batch,false,false,false
138,P178,Miniature Golf (Atari 2600) is developed by [MASK] .,Q55623207,Miniature Golf (Atari 2600),Atari,Atari,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Miniature_Golf_(Atari_2600),A3JN18TC8GL3IH,True,False,False,False,False,,https://en.wikipedia.org/wiki/Miniature_Golf_(Atari_2600),Wikipedia information table,Approved,2cnd_mturk_batch,false,false,false
139,P159,The headquarter of Tokyo Food is in [MASK] .,Q11524368,Tokyo Food,Tokyo,Tsubaka,FALSE,False,False,False,False,True,https://www.tsukishima.co.jp/en/company/group.html,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.tsukishima.co.jp/en/company/group.html,Ibaraki city (see the details),Approved,2cnd_mturk_batch,false,false,false
140,P176,HMS M20 is produced by [MASK] .,Q5633225,HMS M20,Vickers,Sir Raylton Dixon & CO,False,False,False,False,False,True,https://en.wikipedia.org/wiki/HMS_M20,A1NF6PELRKACS9,False,False,True,False,False,There is no evidence of Vickers,https://en.wikipedia.org/wiki/HMS_M20,,Approved,2cnd_mturk_batch,false,false,false
141,P159,The headquarter of Hyundai Department Store Group is in [MASK] .,Q5962584,Hyundai Department Store Group,Seoul,Seoul,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Hyundai_Department_Store_Group,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Hyundai_Department_Store_Group,Retail company,Approved,2cnd_mturk_batch,false,false,false
142,P178,Star Wars Galaxies: Trials of Obi-Wan is developed by [MASK] .,Q21190230,Star Wars Galaxies: Trials of Obi-Wan,LucasArts,"Sony Online, LucasArts",True,False,True,False,False,False,https://starwars.fandom.com/wiki/Star_Wars_Galaxies:_Trials_of_Obi-Wan,A1NF6PELRKACS9,True,False,False,False,False,There is direct evidence that the game is developed by LucasArts.,"https://starwars.fandom.com/wiki/Star_Wars_Galaxies:_Trials_of_Obi-Wan#:~:text=Star%20Wars%20Galaxies%3A%20Trials%20of%20Obi%2DWan%20was%20the%20third,released%20on%20November%201%2C%202005.",Publisher(s) LucasArts,Approved,2cnd_mturk_batch,false,false,false
143,P103,The native language of Erwin Schütze is [MASK] .,Q95305700,Erwin Schütze,German,German,TRUE,False,True,False,False,False,https://www.deutsche-biographie.de/pnd133756130.html,A1NF6PELRKACS9,False,True,False,False,False,"Deutsche is German, so it is plausible",https://www.wikidata.org/wiki/Q95305700,Deutsche Biographie (GND) ID 133756130,Approved,2cnd_mturk_batch,false,false,false
144,P103,The native language of Mathias Kupczyk is [MASK] .,Q95853232,Mathias Kupczyk,German,German,TRUE,True,False,False,False,False,https://www.crew-united.com/de/Mathias-Kupczyk_231383.html,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://www.google.com/search?client=firefox-b-e&sxsrf=ALiCzsYds8pvzLCPCkrm9_7P9CqCJ0tJLQ:1665754605858&q=Mathias+Kupczyk&si=AC1wQDApU_L7mEr08NL2tyPAiwbkKXiOQMzKp1cMwbGxhXrbjJ2sYa8J4oUUv9Tarxceu2gyxjkOLDV4_nrTcJJh2of5_tgMxEl6XdXPAfgl_azu05ZIxE2zITRQ0AKOTmGrjtMpY6_3TN7SpQ3vPaArQrtGv07HsDr0_g7jMs6NJTk4ciBdP50%3D&sa=X&ved=2ahUKEwi7o8K869_6AhUM8DgGHRLUDoEQ6RN6BAgfEAE&biw=1366&bih=625&dpr=1,Actor,Approved,2cnd_mturk_batch,false,false,false
145,P178,Pro Evolution Soccer 2017 Lite is developed by [MASK] .,Q87410917,Pro Evolution Soccer 2017 Lite,Konami,"Konami, PES",True,False,True,False,False,False,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer_2017,A1NF6PELRKACS9,True,False,False,False,False,There is direct evidence that the game is from Konami,https://www.konami.com/games/ca/en/products/pes2017/,KONAMI Product Information,Approved,2cnd_mturk_batch,false,false,false
146,P27,Thorsten Neumann is [MASK] citizen .,Q84357406,Thorsten Neumann,Germany,Germany,TRUE,False,True,False,False,False,https://www.researchgate.net/profile/Thorsten-Neumann-4,A1NF6PELRKACS9,False,True,False,False,False,It is plausible that the person is German as he is employed in Germany,https://www.wikidata.org/wiki/Q84357406,employer German Aerospace Center,Approved,2cnd_mturk_batch,false,false,false
147,P27,Shota Miyaguchi is [MASK] citizen .,Q88571513,Shota Miyaguchi,Japan,Japan,TRUE,False,True,False,False,False,https://www.researchgate.net/scientific-contributions/Shota-Miyaguchi-2025964554,A3JN18TC8GL3IH,True,False,False,False,False,,https://loop.frontiersin.org/people/291672/overview,below information,Approved,2cnd_mturk_batch,false,false,false
148,P103,The native language of Joana Azevedo is [MASK] .,Q47503010,Joana Azevedo,Spanish,Portuguese,False,False,False,False,False,True,https://www.linkedin.com/in/jf-azevedo/?originalSubdomain=uk,A2VE5IV9OD2SK1,False,False,False,True,False,"Since she was born in Portugal, it makes more sense that her native language is Portuguese. I suppose it's possible she grew up in family that only spoke Spanish, but this is highly unlikely.",https://www.imdb.com/name/nm0044239/,"Joana Azevedo was born in 1978 in Vouzela, Portugal.",Approved,2cnd_mturk_batch,false,false,false
149,P159,The headquarter of Informatica Qatar (Qatar) is in [MASK] .,Q59535228,Informatica Qatar (Qatar),Qatar,Qatar,TRUE,True,False,False,False,False,http://i-qatar.com/,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://www.google.com/search?client=firefox-b-e&q=Informatica+Qatar+%28Qatar%29,"Telecommunications service provider in Doha, Qatar",Approved,2cnd_mturk_batch,false,false,false
150,P27,Dirk Balmer is [MASK] citizen .,Q94251699,Dirk Balmer,Germany,Switzerland,FALSE,False,False,False,False,True,https://www.linkedin.com/in/dirk-balmer-06b98a24/?originalSubdomain=ch,A1NF6PELRKACS9,False,True,False,False,False,It is plausible because the name is German,https://www.wikidata.org/wiki/Q21507247,language of work or name German,Approved,2cnd_mturk_batch,false,false,false
151,P27,Adrian Georgescu is [MASK] citizen .,Q18540404,Adrian Georgescu,Romania,Romania,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q18540404,A1NF6PELRKACS9,True,False,False,False,False,There is direct evidence that the person is from Romania,https://www.wikidata.org/wiki/Q18540404,position held member of the Chamber of Deputies of Romania,Approved,2cnd_mturk_batch,false,false,false
152,P103,The native language of Zhang Zhao is [MASK] .,Q45707726,Zhang Zhao,Chinese,Chinese,TRUE,False,True,False,False,False,"Ming Dynasty,https://www.wikidata.org/wiki/Q45707726",A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Zhang_Zhao,Essayist,Approved,2cnd_mturk_batch,false,false,false
153,P159,The headquarter of Centre du Centre du Cinema et de l'Audiovisuel de la Federation Wallonie-Bruxelles is in [MASK] .,Q64975236,Centre du Cinema et de l'Audiovisuel de la Federation Wallonie-Bruxelles,Brussels,Brussels,TRUE,True,False,False,False,False,https://www.google.com/search?client=firefox-b-e&q=Centre+du+Cin%C3%A9ma+et+de+l%27Audiovisuel+de+la+F%C3%A9d%C3%A9ration+Wallonie-Bruxelles,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://audiovisuel.cfwb.be/,"Fédération Wallonie, Bd Leopold II 44, 1080 Bruxelles, Belgium",Approved,2cnd_mturk_batch,false,false,false
154,P103,The native language of Martin Leidenfrost is [MASK] .,Q1904411,Martin Leidenfrost,German,German,TRUE,True,False,False,False,False,https://de.wikipedia.org/wiki/Martin_Leidenfrost,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://www.google.com/search?client=firefox-b-e&q=Martin+Leidenfrost,"born in 1972 in Lower Austria, studied film and Slavic Studies in Vienna and Babelsberg; freelance writer, writes feuilletons and colums, among others for ""Die Presse"". He lives near Bratislava, Slovakia, 35 km from Vienna",Approved,2cnd_mturk_batch,false,false,false
155,P178,Call of Duty Online is developed by [MASK] .,Q130530,Call of Duty Online,Treyarch,"Activision, Raven Software",False,False,False,False,False,True,https://en.wikipedia.org/wiki/Call_of_Duty_Online,A3V5IIPZ95YVKH,False,False,False,False,True,Activision Shanghai and Raven Software are the developers.,https://en.wikipedia.org/wiki/Call_of_Duty_Online,"Call of Duty Online (also known as CODOL, CODO, and Call of Duty: Online, Chinese: 使命召唤Online; pinyin: Shǐmìng zhàohuàn Online) was a free, online first-person shooter video game developed by Activision Shanghai and Raven Software.",Approved,2cnd_mturk_batch,false,false,false
156,P27,Simona De Vita is [MASK] citizen .,Q90589162,Simona De Vita,Italy,Italy,TRUE,False,True,False,False,False,https://www.researchgate.net/profile/Simona-De-Vita,A1NF6PELRKACS9,False,True,False,False,False,The university is in Italy so it is plausible that the person is Italian,https://www.researchgate.net/profile/Simona-De-Vita,employer University of Salerno,Approved,2cnd_mturk_batch,false,false,false
157,P176,SCore II/PIII 800 MHz is produced by [MASK] .,Q70699854,SCore II/PIII 800 MHz,IBM,Selfmade,False,False,False,False,False,True,https://www.top500.org/system/168877/,A1NF6PELRKACS9,False,False,False,False,True,There is direct evidence about the product being from Intel and not IBM,https://ark.intel.com/content/www/us/en/ark/products/27553/intel-pentium-iii-processor-800-mhz-256k-cache-133-mhz-fsb.html,Intel® Pentium® III Processor 800,Approved,2cnd_mturk_batch,false,false,false
158,P103,The native language of Ike Nelson is [MASK] .,Q11282105,Ike Nelson,English,English,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q11282105,A3HALUPLZ4IKYJ,False,True,False,False,False,It is plausible I don't have clear evidence so it vote plausable.,https://www.linkedin.com/in/ikenelson,"Ike is an exceptional leader, and mentor with a strong passion and contagious commitment for customer success.",Approved,2cnd_mturk_batch,true,true,false
159,P176,SuperDome/HyperPlex is produced by [MASK] .,Q73064294,SuperDome/HyperPlex,IBM,HP,False,False,False,False,False,True,https://top500.org/system/168917/,A3JN18TC8GL3IH,False,False,False,False,True,,https://top500.org/system/168917/,HP,Approved,2cnd_mturk_batch,false,false,false
160,P27,Kazimierz Wisniak is [MASK] citizen .,Q11738449,Kazimierz Wisniak,Poland,Poland,TRUE,True,False,False,False,False,https://pl.wikipedia.org/wiki/Kazimierz_Wi%C5%9Bniak,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.imdb.com/name/nm1691613/,imdb details,Approved,2cnd_mturk_batch,false,false,false
161,P103,The native language of Maureen A Flynn is [MASK] .,Q51917673,Maureen A Flynn,English,English,TRUE,False,True,False,False,False,https://www.researchgate.net/scientific-contributions/Maureen-Flynn-15536422,A23LXQ5ZX2YONR,False,True,False,False,False,While it says she is lives in and teaches in Colorado there is not a definitive clear answer which states where she is from or of English is her first language,https://www.linkedin.com/in/maureen-flynn-700a6b18,"Maureen Flynn  Research staff at CHCO CTRC Northern Arizona University  University of Colorado Denver Denver, Colorado, United States",Approved,2cnd_mturk_batch,false,false,false
162,P159,The headquarter of Manila Commodity Exchange is in [MASK] .,Q6749676,Manila Commodity Exchange,Manila,Makati,FALSE,False,False,False,False,True,https://en.wikipedia.org/wiki/Manila_Commodity_Exchange,A7V4CVENA0DYV,False,False,False,False,True,"The site says the the headquarters of Manila Commodity Exchange is in Makati, Philippines.",https://en.wikipedia.org/wiki/Manila_Commodity_Exchange,"Headquarters	First Trade Center, Ayala Avenue, 1202 Makati, Philippines",Approved,2cnd_mturk_batch,true,false,true
163,P178,Smash Court Tennis Pro Tournament is developed by [MASK] .,Q541077,Smash Court Tennis Pro Tournament,Namco,Namco,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Smash_Court_Tennis_Pro_Tournament,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Smash_Court_Tennis_Pro_Tournament_2,"Smash Court Tennis Pro Tournament 2, known in Japan and Australia as Smash Court Pro Tournament 2 is a tennis game created by Namco for the PlayStation 2 in 2004.",Approved,2cnd_mturk_batch,false,false,false
164,P159,The headquarter of Editorial Mexicana de Musica Internacional S.A. de C.V. is in [MASK] .,Q56585511,Editorial Mexicana de Musica Internacional S.A. de C.V.,Guadalajara,Coahuila,FALSE,False,False,False,False,True,https://eb2b.mx/en/companies/631773-editorial-mexicana-de-musica-internacional-sa/,A1NF6PELRKACS9,False,False,False,False,True,There is counter evidence of the place not being in Guadalajara,https://www.yelp.com/biz/editorial-mexicana-de-musica-internacional-miguel-hidalgo,"166 Piso 1  11320 México, D.F.  Mexico",Approved,2cnd_mturk_batch,false,false,false
165,P103,The native language of Raoul Boch is [MASK] .,Q91137327,Raoul Boch,French,French,TRUE,True,False,False,False,False,https://www.linkedin.com/in/raoul-boch-84858662/?originalSubdomain=fr,A1NF6PELRKACS9,False,True,False,False,False,It is plausible that the person is French because he speaks French,https://www.wikidata.org/wiki/Q91137327,"languages spoken, written or signed Italian 0 references French",Approved,2cnd_mturk_batch,false,false,false
166,P27,Inken Hilgendorf is [MASK] citizen .,Q73734464,Inken Hilgendorf,Germany,Germany,TRUE,False,True,False,False,False,https://www.uniklinikum-jena.de/kim2/H%C3%A4matologie+und+Internistische+Onkologie/Forschung/Forschungsgruppen/AG+Prof_+Dr_+Hilgendorf-p-4498.html,A1NF6PELRKACS9,False,True,False,False,False,Since the person practices in Germany it is plausible that they are a citizen of germany,https://www.medifind.com/doctors/inken-hilgendorf/210116736,Universitätsklinikum Jena Germany,Approved,2cnd_mturk_batch,false,false,false
167,P178,Final Fantasy VII is developed by [MASK] .,Q2647594,Final Fantasy VII,Square,"Square, Square Enix",True,True,False,False,False,False,https://en.wikipedia.org/wiki/Final_Fantasy_VII,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Final_Fantasy_VII,Video game,Approved,2cnd_mturk_batch,false,false,false
168,P103,The native language of Scott Neslin is [MASK] .,Q30069500,Scott Neslin,English,English,TRUE,False,True,False,False,False,https://en.wikipedia.org/wiki/Scott_Neslin,A2BAQ26SMQQEUG,False,True,False,False,False,good,https://en.wikipedia.org/wiki/Scott_Neslin,Economist,Approved,2cnd_mturk_batch,false,false,false
169,P103,The native language of John C. Carpenter is [MASK] .,Q18379540,John C. Carpenter,English,English,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/John_C._Carpenter_(politician),A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/John_C._Carpenter,Former Member of the Nevada General Assembly,Approved,2cnd_mturk_batch,false,false,false
170,P159,The headquarter of Kenya Commercial Bank Group is in [MASK] .,Q6392561,Kenya Commercial Bank Group,Nairobi,Nairobi,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/KCB_Group,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/KCB_Group,"KCB Group Limited, also known as the KCB Group, is a financial services holding company based in the African Great Lakes region.",Approved,2cnd_mturk_batch,false,false,false
